time;energy;nitrogen_Nm3h
2022-10-20 19:09:15+00:00;14657.115;20.976363636363637
2022-10-20 19:09:30+00:00;7826.536;20.9
2022-10-20 19:09:45+00:00;8878.1625;20.586153846153845
2022-10-20 19:10:00+00:00;1874.116;21.1775
2022-10-20 19:10:15+00:00;11829.6765;20.78
2022-10-20 19:10:30+00:00;11173.18;20.384545454545453
2022-10-20 19:10:45+00:00;13317.213;21.23692307692308
2022-10-20 19:11:00+00:00;3117.3275;21.020769230769236
2022-10-20 19:11:15+00:00;9710.458;19.76583333333333
2022-10-20 19:11:30+00:00;12548.0615;21.18642857142857
2022-10-20 19:11:45+00:00;11583.976;20.85428571428572
2022-10-20 19:12:00+00:00;7839.571;19.756428571428568
2022-10-20 19:12:15+00:00;10841.074;22.017142857142854
2022-10-20 19:12:30+00:00;10521.407;21.285714285714285
2022-10-20 19:12:45+00:00;9507.452;19.44571428571428
2022-10-20 19:13:00+00:00;13724.9;21.807142857142857
2022-10-20 19:13:15+00:00;19013.2895;21.143571428571427
2022-10-20 19:13:30+00:00;8617.154;19.69933333333333
2022-10-20 19:13:45+00:00;7839.093;22.00428571428571
2022-10-20 19:14:00+00:00;12213.505;21.217857142857145
2022-10-20 19:14:15+00:00;9066.1;19.40307692307692
2022-10-20 19:14:30+00:00;15813.563;21.588461538461537
2022-10-20 19:14:45+00:00;9877.7665;21.40571428571429
2022-10-20 19:15:00+00:00;10363.188;19.44333333333333
2022-10-20 19:15:15+00:00;8132.689499999999;21.264999999999997
2022-10-20 19:15:30+00:00;1881.172;21.662857142857145
2022-10-20 19:15:45+00:00;12226.1215;20.313571428571432
2022-10-20 19:16:00+00:00;14865.204;21.22642857142857
2022-10-20 19:16:15+00:00;12569.7675;21.34923076923077
2022-10-20 19:16:30+00:00;5763.107;20.547500000000003
2022-10-20 19:16:45+00:00;1882.487;20.844285714285714
2022-10-20 19:17:00+00:00;8390.229;21.10333333333333
2022-10-20 19:17:15+00:00;17686.482;20.439285714285717
2022-10-20 19:17:30+00:00;12060.0695;21.196666666666665
2022-10-20 19:17:45+00:00;6358.911;21.55777777777778
2022-10-20 19:18:00+00:00;5631.4365;20.77
2022-10-20 19:18:15+00:00;13308.005;21.125714285714288
2022-10-20 19:18:30+00:00;12483.063999999998;20.86642857142857
2022-10-20 19:18:45+00:00;1878.182;21.5
2022-10-20 19:19:00+00:00;5265.188;21.457692307692305
2022-10-20 19:19:15+00:00;13783.021;20.47333333333333
2022-10-20 19:19:30+00:00;7925.0195;21.13266666666667
2022-10-20 19:19:45+00:00;10812.373;21.489166666666677
2022-10-20 19:20:00+00:00;4190.8995;20.97
2022-10-20 19:20:15+00:00;12420.876;21.22636363636364
2022-10-20 19:20:30+00:00;12249.801;21.525454545454547
2022-10-20 19:20:45+00:00;14422.477;21.282142857142865
2022-10-20 19:21:00+00:00;-13.37;-13.37
2022-10-20 19:21:15+00:00;-13.37;-13.37
2022-10-20 19:21:30+00:00;-13.37;-13.37
2022-10-20 19:21:45+00:00;-13.37;-13.37
2022-10-20 19:22:00+00:00;-13.37;-13.37
2022-10-20 19:22:15+00:00;-13.37;-13.37
2022-10-20 19:22:30+00:00;-13.37;-13.37
2022-10-20 19:22:45+00:00;-13.37;-13.37
2022-10-20 19:23:00+00:00;-13.37;-13.37
2022-10-20 19:23:15+00:00;-13.37;-13.37
2022-10-20 19:23:30+00:00;0.0;0.0
2022-10-20 19:23:45+00:00;0.0;0.0
2022-10-20 19:24:00+00:00;0.0;0.0
2022-10-20 19:24:15+00:00;0.0;0.0
2022-10-20 19:24:30+00:00;0.0;0.0
2022-10-20 19:24:45+00:00;0.0;0.0
2022-10-20 19:25:00+00:00;0.0;0.0
2022-10-20 19:25:15+00:00;0.0;0.0
2022-10-20 19:25:30+00:00;0.0;0.0
2022-10-20 19:25:45+00:00;0.0;0.0
2022-10-20 19:26:00+00:00;0.0;0.0
2022-10-20 19:26:15+00:00;0.0;0.0
2022-10-20 19:26:30+00:00;0.0;0.0
2022-10-20 19:26:45+00:00;0.0;0.0
2022-10-20 19:27:00+00:00;0.0;0.0
2022-10-20 19:27:15+00:00;0.0;0.0
2022-10-20 19:27:30+00:00;0.0;0.0
2022-10-20 20:18:15+00:00;0.0;0.0
2022-10-20 20:18:30+00:00;0.0;0.0
2022-10-20 20:19:15+00:00;0.0;0.0
2022-10-21 04:08:00+00:00;64991.438;56.5525
2022-10-21 04:08:15+00:00;64971.227;69.2057142857143
2022-10-21 04:08:30+00:00;70240.8985;66.14928571428571
2022-10-21 04:08:45+00:00;64970.508;64.75545454545454
2022-10-21 04:09:00+00:00;62972.076;63.764
2022-10-21 04:09:15+00:00;60587.125;63.03090909090909
2022-10-21 04:09:30+00:00;65083.045;61.92285714285713
2022-10-21 04:09:45+00:00;56225.867;61.767857142857146
2022-10-21 04:10:00+00:00;58506.4765;61.49071428571428
2022-10-21 04:10:15+00:00;56241.656;61.06714285714287
2022-10-21 04:10:30+00:00;58420.0705;60.67818181818181
2022-10-21 04:10:45+00:00;56113.453;60.48363636363636
2022-10-21 04:11:00+00:00;52099.0705;60.32153846153847
2022-10-21 04:11:15+00:00;56153.754;60.20166666666666
2022-10-21 04:11:30+00:00;52486.547000000006;59.29
2022-10-21 04:11:45+00:00;47063.617;49.892857142857146
2022-10-21 04:12:00+00:00;40189.3285;46.05571428571428
2022-10-21 04:12:15+00:00;38251.172;51.50571428571429
2022-10-21 04:12:30+00:00;35815.931500000006;51.475
2022-10-21 04:12:45+00:00;42638.379;46.30857142857143
2022-10-21 04:13:00+00:00;46928.84;46.19071428571429
2022-10-21 04:13:15+00:00;32957.28;48.235
2022-10-21 04:13:30+00:00;33919.93;47.79785714285715
2022-10-21 04:13:45+00:00;25022.754;46.21
2022-10-21 04:14:00+00:00;-13.37;-13.37
2022-10-21 04:14:15+00:00;-13.37;-13.37
2022-10-21 04:14:30+00:00;-13.37;-13.37
2022-10-21 04:14:45+00:00;-13.37;-13.37
2022-10-21 04:15:00+00:00;-13.37;-13.37
2022-10-21 04:15:15+00:00;-13.37;-13.37
2022-10-21 04:15:30+00:00;-13.37;-13.37
2022-10-21 04:15:45+00:00;-13.37;-13.37
2022-10-21 04:16:00+00:00;-13.37;-13.37
2022-10-21 04:16:15+00:00;-13.37;-13.37
2022-10-21 04:16:30+00:00;0.0;0.0
2022-10-21 04:16:45+00:00;0.0;0.0
2022-10-21 04:17:00+00:00;0.0;0.0
2022-10-21 04:17:15+00:00;0.0;0.0
2022-10-21 04:17:30+00:00;0.0;0.0
2022-10-21 04:17:45+00:00;0.0;0.0
2022-10-21 04:18:00+00:00;0.0;0.0
2022-10-21 04:18:15+00:00;0.0;0.0
2022-10-21 04:18:30+00:00;0.0;0.0
2022-10-21 04:18:45+00:00;0.0;0.0
2022-10-21 04:19:00+00:00;0.0;0.0
2022-10-21 04:19:15+00:00;0.0;0.0
2022-10-21 04:19:30+00:00;0.0;0.0
2022-10-21 04:19:45+00:00;0.0;0.0
2022-10-21 04:20:00+00:00;0.0;0.0
2022-10-21 04:20:15+00:00;0.0;0.0
2022-10-21 04:20:30+00:00;0.0;0.0
2022-10-21 04:20:45+00:00;0.0;0.0
2022-10-21 04:21:00+00:00;0.0;0.0
2022-10-21 04:21:15+00:00;0.0;0.0
2022-10-21 04:21:30+00:00;31763.699;49.38785714285715
2022-10-21 04:21:45+00:00;25734.621;54.90500000000001
2022-10-21 04:22:00+00:00;22811.33;49.26642857142858
2022-10-21 04:22:15+00:00;24408.174;49.09499999999999
2022-10-21 04:22:30+00:00;20657.012;54.15999999999999
2022-10-21 04:22:45+00:00;27222.0385;49.42499999999999
2022-10-21 04:23:00+00:00;27074.402;49.225
2022-10-21 04:23:15+00:00;13714.974;54.39928571428572
2022-10-21 04:23:30+00:00;20965.677;52.47142857142856
2022-10-21 04:23:45+00:00;37890.004;49.04133333333333
2022-10-21 04:24:00+00:00;28237.7285;51.37285714285715
2022-10-21 04:24:15+00:00;29338.268;52.82857142857144
2022-10-21 04:24:30+00:00;19955.1305;48.986428571428576
2022-10-21 04:24:45+00:00;14156.625;51.705384615384624
2022-10-21 04:25:00+00:00;28484.5045;53.38714285714286
2022-10-21 04:25:15+00:00;31763.461;47.211666666666666
2022-10-21 04:25:30+00:00;20157.1205;52.60214285714286
2022-10-21 04:25:45+00:00;32499.904;53.12
2022-10-21 04:26:00+00:00;24319.616;47.21866666666668
2022-10-21 04:26:15+00:00;16705.117;53.95071428571429
2022-10-21 04:26:30+00:00;15484.088;55.15714285714286
2022-10-21 04:26:45+00:00;33260.266;45.15500000000001
2022-10-21 04:27:00+00:00;14472.3465;48.267857142857146
2022-10-21 04:27:15+00:00;24214.018;48.11071428571428
2022-10-21 04:27:30+00:00;-13.37;-13.37
2022-10-21 04:27:45+00:00;-13.37;-13.37
2022-10-21 04:28:00+00:00;-13.37;-13.37
2022-10-21 04:28:15+00:00;-13.37;-13.37
